event_name,fighter_red,fighter_blue,result,winner,kd_red,kd_blue,str_red,str_blue,td_red,td_blue,sub_red,sub_blue,weight_class,method,round,time,fight_link
UFC Fight Night: Song vs. Figueiredo,Alex Perez,Sumudaerji,nc,,0,1,9,26,0,1,1,0,Flyweight,CNC,2,1:45,http://ufcstats.com/fight-details/7e8749cbf32ef1f8
UFC Fight Night: Song vs. Figueiredo,Luis Felipe Dias,YiSak Lee,win,Luis Felipe Dias,1,0,21,10,0,0,0,0,Middleweight,KO/TKO Punch,1,3:40,http://ufcstats.com/fight-details/f6d09973de0f83e7
UFC Fight Night: Song vs. Figueiredo,Jose Souza,Ding Meng,win,Jose Souza,0,0,72,63,0,0,0,0,Welterweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/bc0b3c16246e0d1d
UFC Fight Night: Song vs. Figueiredo,Cody Haddon,Aoriqileng,win,Cody Haddon,1,0,57,6,2,0,0,1,Bantamweight,KO/TKO Knee,2,2:11,http://ufcstats.com/fight-details/3bc0190fb17ba42f
UFC Fight Night: Song vs. Figueiredo,Rei Tsuruya,Luis Gurule,win,Rei Tsuruya,0,0,17,1,1,0,1,0,Bantamweight,SUB Rear Naked Choke,1,3:19,http://ufcstats.com/fight-details/224dce2c0b03e7eb
UFC Fight Night: Song vs. Figueiredo,Angela Hill,Xiong Jingnan,win,Angela Hill,0,0,122,68,1,0,1,0,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/3f719885c9916e06
UFC Fight Night: Song vs. Figueiredo,Rodrigo Vera,Zhu Kangjie,win,Rodrigo Vera,1,0,17,7,1,0,0,0,Featherweight,KO/TKO Punches,1,1:50,http://ufcstats.com/fight-details/34d5ec676fb5bce3
UFC Fight Night: Song vs. Figueiredo,Jaqueline Amorim,Loma Lookboonmee,win,Jaqueline Amorim,0,0,0,3,0,0,3,0,Women's Strawweight,SUB Armbar,1,4:04,http://ufcstats.com/fight-details/370ff29489150560
UFC Fight Night: Allen vs. Costa,Arnold Allen,Melquizael Costa,win,Arnold Allen,1,0,98,100,7,0,0,0,Featherweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/e4aa608124896794
UFC Fight Night: Allen vs. Costa,Dooho Choi,Daniel Santos,win,Dooho Choi,1,0,72,72,0,0,0,0,Featherweight,KO/TKO Punch,2,4:29,http://ufcstats.com/fight-details/fc1266e2892ed111
UFC Fight Night: Allen vs. Costa,Juan Diaz,Malcolm Wellmaker,win,Juan Diaz,0,0,13,15,5,0,1,0,Bantamweight,SUB Rear Naked Choke,2,4:08,http://ufcstats.com/fight-details/ecb7ff543dd41bf8
UFC Fight Night: Allen vs. Costa,Modestas Bukauskas,Christian Edwards,win,Modestas Bukauskas,0,0,36,36,0,0,0,0,Catch Weight,S-DEC,3,5:00,http://ufcstats.com/fight-details/57bd683efc797fc1
UFC Fight Night: Allen vs. Costa,Benardo Sopaj,Timmy Cuamba,win,Benardo Sopaj,1,0,37,29,1,0,2,0,Bantamweight,SUB Rear Naked Choke,2,2:25,http://ufcstats.com/fight-details/a6ec8573a9d38c51
UFC Fight Night: Allen vs. Costa,Khaos Williams,Nikolay Veretennikov,win,Khaos Williams,1,0,21,13,0,0,0,0,Welterweight,KO/TKO Punches,1,3:31,http://ufcstats.com/fight-details/ec32745308e2b055
UFC Fight Night: Allen vs. Costa,Ivan Erslan,Tuco Tokkos,win,Ivan Erslan,0,0,37,54,2,0,0,1,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/6242cda790f2085d
UFC Fight Night: Allen vs. Costa,Tommy Gantt,Artur Minev,win,Tommy Gantt,0,0,28,8,6,0,0,0,Lightweight,KO/TKO Punches,2,2:51,http://ufcstats.com/fight-details/c9e0aa88afb81dab
UFC Fight Night: Allen vs. Costa,Ketlen Vieira,Jacqueline Cavalcanti,win,Ketlen Vieira,0,0,30,53,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5f7111b982bcf6e3
UFC Fight Night: Allen vs. Costa,Cody Brundage,Andre Petroski,win,Cody Brundage,1,0,43,8,0,1,0,0,Middleweight,KO/TKO Punches,2,0:44,http://ufcstats.com/fight-details/48cb604345f11766
UFC Fight Night: Allen vs. Costa,Alice Ardelean,Polyana Viana,win,Alice Ardelean,0,0,46,34,1,0,1,0,Women's Strawweight,SUB Calf Slicer,2,4:36,http://ufcstats.com/fight-details/b98ead4eff6bf872
UFC Fight Night: Allen vs. Costa,Luis Gurule,Daniel Barez,win,Luis Gurule,0,0,149,113,1,1,1,0,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/b482d4452e4d0eee
UFC Fight Night: Allen vs. Costa,Nicolle Caliari,Shauna Bannon,win,Nicolle Caliari,0,0,20,29,4,0,1,0,Women's Strawweight,SUB Arm Triangle,3,3:08,http://ufcstats.com/fight-details/39417b7d07c2fd83
UFC 328: Chimaev vs. Strickland,Sean Strickland,Khamzat Chimaev,win,Sean Strickland,0,0,123,98,0,9,0,0,Middleweight,S-DEC,5,5:00,http://ufcstats.com/fight-details/70f1621080b3435c
UFC 328: Chimaev vs. Strickland,Joshua Van,Tatsuro Taira,win,Joshua Van,2,0,131,55,1,8,2,0,Flyweight,KO/TKO Punches,5,1:32,http://ufcstats.com/fight-details/c85b530861145935
UFC 328: Chimaev vs. Strickland,Alexander Volkov,Waldo Cortes Acosta,win,Alexander Volkov,0,0,88,54,0,0,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/22ba4f1b0aafbf82
UFC 328: Chimaev vs. Strickland,Sean Brady,Joaquin Buckley,win,Sean Brady,0,0,77,5,4,0,0,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/845b8653f9cf839c
UFC 328: Chimaev vs. Strickland,King Green,Jeremy Stephens,win,King Green,0,0,57,5,1,0,1,1,Lightweight,SUB Rear Naked Choke,1,4:20,http://ufcstats.com/fight-details/1158a27a1a04b971
UFC 328: Chimaev vs. Strickland,Ateba Gautier,Ozzy Diaz,win,Ateba Gautier,1,0,23,6,0,0,0,0,Middleweight,KO/TKO Punch,2,1:10,http://ufcstats.com/fight-details/770c5302e32916ea
UFC 328: Chimaev vs. Strickland,Yaroslav Amosov,Joel Alvarez,win,Yaroslav Amosov,0,0,16,8,6,0,1,0,Welterweight,SUB Arm Triangle,2,1:13,http://ufcstats.com/fight-details/f88dc6e0c29cff1d
UFC 328: Chimaev vs. Strickland,Grant Dawson,Mateusz Rebecki,win,Grant Dawson,0,1,35,33,1,1,4,0,Lightweight,SUB Rear Naked Choke,3,4:42,http://ufcstats.com/fight-details/ffcb47e17eebe6a6
UFC 328: Chimaev vs. Strickland,Jim Miller,Jared Gordon,win,Jim Miller,0,0,9,7,0,2,1,0,Lightweight,SUB Guillotine Choke,1,3:29,http://ufcstats.com/fight-details/e50857173607d631
UFC 328: Chimaev vs. Strickland,Roman Kopylov,Marco Tulio,win,Roman Kopylov,3,0,61,62,1,0,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/9d35723a53749931
UFC 328: Chimaev vs. Strickland,Pat Sabatini,William Gomis,win,Pat Sabatini,0,0,25,23,3,0,0,0,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/303018d7459323b4
UFC 328: Chimaev vs. Strickland,Baisangur Susurkaev,Djorden Santos,win,Baisangur Susurkaev,0,0,107,78,1,0,1,0,Middleweight,SUB Rear Naked Choke,3,4:12,http://ufcstats.com/fight-details/1f5d0b106385b2ac
UFC 328: Chimaev vs. Strickland,Jose Ochoa,Clayton Carpenter,win,Jose Ochoa,1,0,153,68,0,1,0,0,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e92d89cb2d69235e
UFC Fight Night: Della Maddalena vs. Prates,Carlos Prates,Jack Della Maddalena,win,Carlos Prates,3,0,104,41,0,2,0,0,Welterweight,KO/TKO Elbows,3,3:17,http://ufcstats.com/fight-details/eb6d9fef6c374830
UFC Fight Night: Della Maddalena vs. Prates,Quillan Salkilld,Beneil Dariush,win,Quillan Salkilld,1,0,12,3,0,2,0,0,Lightweight,KO/TKO Punches,1,3:29,http://ufcstats.com/fight-details/5c7c38dece435cde
UFC Fight Night: Della Maddalena vs. Prates,Steve Erceg,Tim Elliott,win,Steve Erceg,0,0,136,90,1,2,0,0,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/afec383a96893ec5
UFC Fight Night: Della Maddalena vs. Prates,Marwan Rahiki,Ollie Schmid,win,Marwan Rahiki,1,0,22,9,0,0,0,0,Featherweight,KO/TKO Punch,1,2:47,http://ufcstats.com/fight-details/cfc884a249141cba
UFC Fight Night: Della Maddalena vs. Prates,Brando Pericic,Shamil Gaziev,win,Brando Pericic,1,0,89,41,0,1,0,0,Heavyweight,KO/TKO Punch,2,3:44,http://ufcstats.com/fight-details/a564219e7a964aa6
UFC Fight Night: Della Maddalena vs. Prates,Louie Sutherland,Tai Tuivasa,win,Louie Sutherland,0,0,21,13,5,0,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/2afaa97901d5587c
UFC Fight Night: Della Maddalena vs. Prates,Cam Rowston,Robert Bryczek,win,Cam Rowston,0,0,79,17,3,0,0,1,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/46181797eb543a0b
UFC Fight Night: Della Maddalena vs. Prates,Junior Tafa,Kevin Christian,win,Junior Tafa,0,0,21,13,0,0,0,0,Light Heavyweight,KO/TKO Elbows,1,2:42,http://ufcstats.com/fight-details/1cb0711cd49dd95e
UFC Fight Night: Della Maddalena vs. Prates,Jacob Malkoun,Gerald Meerschaert,win,Jacob Malkoun,0,0,36,32,3,0,0,3,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/edff38661bf2866b
UFC Fight Night: Della Maddalena vs. Prates,Colby Thicknesse,Vince Morales,win,Colby Thicknesse,0,0,46,48,0,2,4,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/00bde62cac38e5e9
UFC Fight Night: Della Maddalena vs. Prates,Wes Schultz,Ben Johnston,win,Wes Schultz,1,0,12,12,0,2,5,0,Middleweight,SUB Guillotine Choke,3,1:50,http://ufcstats.com/fight-details/827c64369b374989
UFC Fight Night: Della Maddalena vs. Prates,Jonathan Micallef,Themba Gorimbo,win,Jonathan Micallef,0,0,55,39,1,2,0,0,Welterweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/7ac4ae301ed699ab
UFC Fight Night: Della Maddalena vs. Prates,Kody Steele,Dom Mar Fan,win,Kody Steele,0,0,1,1,1,0,1,0,Lightweight,SUB Heel Hook,1,3:56,http://ufcstats.com/fight-details/610a640a0cd81ce5
UFC Fight Night: Sterling vs. Zalal,Aljamain Sterling,Youssef Zalal,win,Aljamain Sterling,0,0,46,35,6,0,1,1,Featherweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/f524e42c36028de0
UFC Fight Night: Sterling vs. Zalal,Joselyne Edwards,Norma Dumont,win,Joselyne Edwards,0,0,70,51,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/cb745968bd16bf56
UFC Fight Night: Sterling vs. Zalal,Rafa Garcia,Alexander Hernandez,win,Rafa Garcia,0,0,59,50,4,0,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/84951374e4cdc679
UFC Fight Night: Sterling vs. Zalal,Davey Grant,Adrian Luna Martinetti,win,Davey Grant,0,0,162,99,0,1,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/f5aff2f858311fbc
UFC Fight Night: Sterling vs. Zalal,Raoni Barcelos,Montel Jackson,win,Raoni Barcelos,0,1,21,35,6,0,2,0,Bantamweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/348de8e364ecf041
UFC Fight Night: Sterling vs. Zalal,Ryan Spann,Marcus Buchecha,win,Ryan Spann,1,0,15,8,0,1,0,1,Heavyweight,KO/TKO Punch,2,2:10,http://ufcstats.com/fight-details/7e551ddb1494a45f
UFC Fight Night: Sterling vs. Zalal,Eric McConico,Rodolfo Vieira,win,Eric McConico,0,1,54,40,2,4,0,1,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/67f24cf244134661
UFC Fight Night: Sterling vs. Zalal,Jackson McVey,Sedriques Dumas,win,Jackson McVey,1,0,21,3,0,0,1,0,Middleweight,SUB D'Arce Choke,1,2:14,http://ufcstats.com/fight-details/ef1cd6371a3f18e0
UFC Fight Night: Sterling vs. Zalal,Michelle Montague,Mayra Bueno Silva,win,Michelle Montague,0,0,42,26,2,0,0,1,Women's Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/dcfd594b68ff5ae1
UFC Fight Night: Sterling vs. Zalal,Cody Durden,Jafel Filho,win,Cody Durden,0,0,34,23,5,2,1,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/d421f3cd158fd055
UFC Fight Night: Sterling vs. Zalal,Francis Marshall,Lucas Brennan,win,Francis Marshall,0,0,33,9,2,0,0,1,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/c7fb90f1355291e4
UFC Fight Night: Sterling vs. Zalal,Victor Valenzuela,Max Griffin,win,Victor Valenzuela,0,0,53,40,1,4,0,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/2e7f8d0ad385876d
UFC Fight Night: Sterling vs. Zalal,Talita Alencar,Julia Polastri,win,Talita Alencar,0,0,60,78,3,0,0,0,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/0df4f4ac27cf2d26
UFC Fight Night: Burns vs. Malott,Mike Malott,Gilbert Burns,win,Mike Malott,2,0,56,40,0,0,0,0,Welterweight,KO/TKO Punches,3,2:08,http://ufcstats.com/fight-details/32054bf2b36b0e47
UFC Fight Night: Burns vs. Malott,Charles Jourdain,Kyler Phillips,win,Charles Jourdain,0,0,58,36,1,7,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/b5299e5b946015e5
UFC Fight Night: Burns vs. Malott,Jai Herbert,Mandel Nallo,win,Jai Herbert,2,1,19,16,0,0,0,0,Lightweight,KO/TKO Punches,1,2:05,http://ufcstats.com/fight-details/e644218737c1a778
UFC Fight Night: Burns vs. Malott,Jasmine Jasudavicius,Karine Silva,win,Jasmine Jasudavicius,0,0,18,15,3,0,0,2,Women's Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5a209522211d7530
UFC Fight Night: Burns vs. Malott,Gauge Young,Thiago Moises,win,Gauge Young,1,0,122,45,0,2,0,0,Lightweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/a661c0bee7c8d5af
UFC Fight Night: Burns vs. Malott,Marcio Barbosa,Dennis Buzukja,win,Marcio Barbosa,1,0,4,5,0,0,0,0,Featherweight,KO/TKO Punch,1,1:20,http://ufcstats.com/fight-details/678440bd8274a18e
UFC Fight Night: Burns vs. Malott,Robert Valentin,Julien Leblanc,win,Robert Valentin,0,0,7,4,1,0,1,0,Middleweight,SUB Rear Naked Choke,1,2:22,http://ufcstats.com/fight-details/9fab4b0ad082f670
UFC Fight Night: Burns vs. Malott,Gokhan Saricam,Tanner Boser,win,Gokhan Saricam,1,0,57,60,0,0,0,0,Heavyweight,KO/TKO Punch,2,4:43,http://ufcstats.com/fight-details/85c7a0f44aa3e10a
UFC Fight Night: Burns vs. Malott,Melissa Croden,Daria Zhelezniakova,win,Melissa Croden,0,0,69,41,4,0,1,0,Women's Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/bae4de7ef8c0769e
UFC Fight Night: Burns vs. Malott,JJ Aldrich,Jamey-Lyn Horth,win,JJ Aldrich,0,0,50,70,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/0b6c13ab8ad7f82b
UFC Fight Night: Burns vs. Malott,John Castaneda,Mark Vologdin,draw,,0,0,135,91,0,1,0,0,Catch Weight,M-DEC,3,5:00,http://ufcstats.com/fight-details/552f7cdaf93e1055
UFC Fight Night: Burns vs. Malott,John Yannis,Jamie Siraj,win,John Yannis,1,0,21,6,0,0,0,0,Bantamweight,KO/TKO Elbows,1,2:43,http://ufcstats.com/fight-details/32087c183dffcae0
UFC 327: Prochazka vs. Ulberg,Carlos Ulberg,Jiri Prochazka,win,Carlos Ulberg,1,0,27,14,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,3:45,http://ufcstats.com/fight-details/a031f062b7ffefee
UFC 327: Prochazka vs. Ulberg,Paulo Costa,Azamat Murzakanov,win,Paulo Costa,1,0,55,34,0,1,0,1,Light Heavyweight,KO/TKO Kick,3,1:23,http://ufcstats.com/fight-details/aade9d76ac6c6aef
UFC 327: Prochazka vs. Ulberg,Josh Hokit,Curtis Blaydes,win,Josh Hokit,0,0,177,174,0,2,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/903552edaba48f4a
UFC 327: Prochazka vs. Ulberg,Dominick Reyes,Johnny Walker,win,Dominick Reyes,0,0,34,42,0,0,0,0,Light Heavyweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/c4d060cff018979a
UFC 327: Prochazka vs. Ulberg,Cub Swanson,Nate Landwehr,win,Cub Swanson,2,0,37,15,0,0,0,0,Featherweight,KO/TKO Punch,1,4:06,http://ufcstats.com/fight-details/60949f33201415ca
UFC 327: Prochazka vs. Ulberg,Aaron Pico,Patricio Pitbull,win,Aaron Pico,0,0,100,49,6,0,0,0,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/10ab34056720b6b4
UFC 327: Prochazka vs. Ulberg,Kevin Holland,Randy Brown,win,Kevin Holland,0,0,56,46,0,0,2,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/b4e16fb13153efdc
UFC 327: Prochazka vs. Ulberg,Mateusz Gamrot,Esteban Ribovics,win,Mateusz Gamrot,0,0,18,4,4,0,1,0,Lightweight,SUB Arm Triangle,2,4:19,http://ufcstats.com/fight-details/62b5ce408c150fa8
UFC 327: Prochazka vs. Ulberg,Tatiana Suarez,Loopy Godinez,win,Tatiana Suarez,0,0,12,18,3,2,1,0,Women's Strawweight,SUB Rear Naked Choke,2,2:29,http://ufcstats.com/fight-details/f506977877074aa6
UFC 327: Prochazka vs. Ulberg,Chris Padilla,MarQuel Mederos,draw,,0,0,147,112,1,1,0,0,Lightweight,M-DEC,3,5:00,http://ufcstats.com/fight-details/81d20c833e9a76eb
UFC 327: Prochazka vs. Ulberg,Vicente Luque,Kelvin Gastelum,win,Vicente Luque,1,0,12,9,0,1,1,0,Middleweight,SUB Anaconda Choke,1,4:08,http://ufcstats.com/fight-details/20868a67bea63129
UFC 327: Prochazka vs. Ulberg,Charles Radtke,Francisco Prado,win,Charles Radtke,0,0,24,29,4,0,0,2,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5b49c3d36907c6df
UFC Fight Night: Moicano vs. Duncan,Renato Moicano,Chris Duncan,win,Renato Moicano,0,0,21,27,1,0,1,0,Lightweight,SUB Rear Naked Choke,2,3:14,http://ufcstats.com/fight-details/d69bd8e53ec858dc
UFC Fight Night: Moicano vs. Duncan,Virna Jandiroba,Tabatha Ricci,win,Virna Jandiroba,0,0,26,37,6,1,0,0,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/721642e7de112e9e
UFC Fight Night: Moicano vs. Duncan,Abdul Rakhman Yakhyaev,Brendson Ribeiro,win,Abdul Rakhman Yakhyaev,0,0,7,8,2,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,2:52,http://ufcstats.com/fight-details/ad487d1c6141d90a
UFC Fight Night: Moicano vs. Duncan,Ethyn Ewing,Rafael Estevam,win,Ethyn Ewing,1,0,114,44,0,0,0,0,Bantamweight,KO/TKO Punch,3,1:44,http://ufcstats.com/fight-details/fef80c98b2fba70c
UFC Fight Night: Moicano vs. Duncan,Tommy McMillen,Manolo Zecchini,win,Tommy McMillen,1,0,74,20,0,0,0,0,Featherweight,KO/TKO Knee,1,3:57,http://ufcstats.com/fight-details/c27bec45d5a29a2c
UFC Fight Night: Moicano vs. Duncan,Jose Delano,Robert Ruchala,win,Jose Delano,0,0,107,67,0,0,0,0,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/7924f10aac3543de
UFC Fight Night: Moicano vs. Duncan,Thomas Petersen,Guilherme Pat,win,Thomas Petersen,1,0,28,17,0,0,0,0,Heavyweight,M-DEC,3,5:00,http://ufcstats.com/fight-details/0760bc02280574dd
UFC Fight Night: Moicano vs. Duncan,Alessandro Costa,Stewart Nicoll,win,Alessandro Costa,1,0,43,47,2,0,0,0,Flyweight,KO/TKO Punch,2,4:56,http://ufcstats.com/fight-details/af2a9d47ca8115e4
UFC Fight Night: Moicano vs. Duncan,Darrius Flowers,Lando Vannata,win,Darrius Flowers,0,0,20,27,2,2,1,0,Lightweight,KO/TKO Punches,2,0:52,http://ufcstats.com/fight-details/9c9c26679701b84d
UFC Fight Night: Moicano vs. Duncan,Alice Pereira,Hailey Cowan,win,Alice Pereira,1,0,32,31,0,2,0,0,Women's Bantamweight,KO/TKO Knee,2,4:24,http://ufcstats.com/fight-details/74bb036ef0493bf7
UFC Fight Night: Moicano vs. Duncan,Tresean Gore,Azamat Bekoev,win,Tresean Gore,0,1,78,70,2,2,1,0,Middleweight,SUB Guillotine Choke,3,3:27,http://ufcstats.com/fight-details/e284a194fb4648a9
UFC Fight Night: Moicano vs. Duncan,Dione Barbosa,Melissa Gatto,win,Dione Barbosa,0,0,30,33,3,3,1,0,Women's Flyweight,M-DEC,3,5:00,http://ufcstats.com/fight-details/caf13346cbcfdb03
UFC Fight Night: Moicano vs. Duncan,Kai Kamaka III,Dakota Hope,win,Kai Kamaka III,0,1,105,106,0,1,0,0,Lightweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/a5a749aa0061fdb4
UFC Fight Night: Adesanya vs. Pyfer,Joe Pyfer,Israel Adesanya,win,Joe Pyfer,0,0,36,42,2,0,0,0,Middleweight,KO/TKO Punches,2,4:18,http://ufcstats.com/fight-details/85e94a6c071fd9fa
UFC Fight Night: Adesanya vs. Pyfer,Alexa Grasso,Maycee Barber,win,Alexa Grasso,1,0,12,5,0,0,1,0,Women's Flyweight,KO/TKO Punch,1,2:42,http://ufcstats.com/fight-details/9a0ecee6e8ca173f
UFC Fight Night: Adesanya vs. Pyfer,Michael Chiesa,Niko Price,win,Michael Chiesa,0,0,0,1,1,1,1,0,Welterweight,SUB Rear Naked Choke,1,1:03,http://ufcstats.com/fight-details/6102e7a6dcbc62f0
UFC Fight Night: Adesanya vs. Pyfer,Lerryan Douglas,Julian Erosa,win,Lerryan Douglas,2,0,29,17,0,0,0,0,Featherweight,KO/TKO Punches,1,3:33,http://ufcstats.com/fight-details/f9f5071b993a5f4b
UFC Fight Night: Adesanya vs. Pyfer,Yousri Belgaroui,Mansur Abdul-Malik,win,Yousri Belgaroui,2,0,94,16,0,3,0,0,Middleweight,KO/TKO Knee,3,3:39,http://ufcstats.com/fight-details/e32dc26b11d1f81d
UFC Fight Night: Adesanya vs. Pyfer,Terrance McKinney,Kyle Nelson,win,Terrance McKinney,0,0,13,1,0,0,0,0,Lightweight,KO/TKO Punches,1,0:24,http://ufcstats.com/fight-details/a76e14495e61cf19
UFC Fight Night: Adesanya vs. Pyfer,Tofiq Musayev,Ignacio Bahamondes,win,Tofiq Musayev,0,1,34,32,3,0,0,2,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/fa96d6252579b51e
UFC Fight Night: Adesanya vs. Pyfer,Lance Gibson Jr.,Chase Hooper,win,Lance Gibson Jr.,1,0,13,11,0,0,0,0,Lightweight,KO/TKO Knees,1,2:56,http://ufcstats.com/fight-details/689384b01b40ef5c
UFC Fight Night: Adesanya vs. Pyfer,Tyrell Fortune,Marcin Tybura,win,Tyrell Fortune,0,0,30,47,3,0,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/08d4e3864c44f8a5
UFC Fight Night: Adesanya vs. Pyfer,Casey O'Neill,Gabriella Fernandes,win,Casey O'Neill,1,0,25,8,0,0,0,0,Women's Flyweight,KO/TKO Punches,1,3:11,http://ufcstats.com/fight-details/1c50e43770ba84fc
UFC Fight Night: Adesanya vs. Pyfer,Navajo Stirling,Bruno Lopes,win,Navajo Stirling,1,0,63,28,0,0,0,0,Light Heavyweight,KO/TKO Punches,2,4:05,http://ufcstats.com/fight-details/dbf1ee1a1912c735
UFC Fight Night: Adesanya vs. Pyfer,Ricky Simon,Adrian Yanez,draw,,0,1,44,71,2,0,0,0,Bantamweight,M-DEC,3,5:00,http://ufcstats.com/fight-details/a997593977ba8cad
UFC Fight Night: Adesanya vs. Pyfer,Alexia Thainara,Bruna Brasil,win,Alexia Thainara,0,0,73,37,6,0,2,0,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/796e1151896195aa
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev,Lerone Murphy,win,Movsar Evloev,0,0,86,89,9,0,0,0,Featherweight,M-DEC,5,5:00,http://ufcstats.com/fight-details/346e3897c2ead99a
UFC Fight Night: Evloev vs. Murphy,Luke Riley,Michael Aswell Jr.,win,Luke Riley,0,0,100,61,0,1,0,0,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/fa534aaa5b997a69
UFC Fight Night: Evloev vs. Murphy,Michael Page,Sam Patterson,win,Michael Page,0,0,27,12,0,0,0,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5ee11b727e89e8ad
UFC Fight Night: Evloev vs. Murphy,Iwo Baraniewski,Austen Lane,win,Iwo Baraniewski,1,0,10,0,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,0:28,http://ufcstats.com/fight-details/43e26b46cbb51985
UFC Fight Night: Evloev vs. Murphy,Christian Leroy Duncan,Roman Dolidze,win,Christian Leroy Duncan,0,0,54,10,0,3,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/562d916f55918901
UFC Fight Night: Evloev vs. Murphy,Danny Silva,Kurtis Campbell,win,Danny Silva,2,0,16,17,1,2,0,0,Featherweight,KO/TKO Punches,2,0:31,http://ufcstats.com/fight-details/4e58bcc0d27042fd
UFC Fight Night: Evloev vs. Murphy,Mason Jones,Axel Sola,win,Mason Jones,0,0,110,65,0,3,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/3ee578ddd071ad4c
UFC Fight Night: Evloev vs. Murphy,Nathaniel Wood,Losene Keita,win,Nathaniel Wood,0,0,67,52,0,0,0,0,Featherweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/3b9f50f07d9a1601
UFC Fight Night: Evloev vs. Murphy,Mario Pinto,Felipe Franco,win,Mario Pinto,0,0,34,21,2,0,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/90187edeeda7e6d6
UFC Fight Night: Evloev vs. Murphy,Mantas Kondratavicius,Antonio Trocoli,win,Mantas Kondratavicius,1,0,75,17,2,1,1,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/8817bd21b6d0a989
UFC Fight Night: Evloev vs. Murphy,Brando Pericic,Louie Sutherland,win,Brando Pericic,0,0,19,9,0,1,0,0,Heavyweight,KO/TKO Punches,1,1:48,http://ufcstats.com/fight-details/bfd17ed83ec5b598
UFC Fight Night: Evloev vs. Murphy,Abdul-Kareem Al-Selwady,Shem Rock,win,Abdul-Kareem Al-Selwady,0,0,81,47,0,1,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/bbe0f3653de9f6a8
